,Sentences
862,"In addition to the stamps required ordinarily, eight cents in stamps or in a regularly prepared stamp, is the registration fee."
863,"The clerk, receiving a registered parcel, gives the sender a receipt for the same."
864,"After the letter has reached its destination, the sender gets a second receipt, through the post office, signed with the receiver's name."
865,"The receiver of a registered parcel signs two receipts, one for the post office and the other for the sender."
866,"SPECIAL DELIVERY The purpose of what is known, in connection with the post office, as the Special Delivery System , is to insure the delivery of any letter or package to the person, to whom it is addressed, as soon as it reaches his post office."
867,"In addition to the regular post charge, a fee of cents is added for special delivery."
868,"This is in the form of a special stamp, though when this cannot be had, the same amount in ordinary stamps may be attached."
869,"In the case noted, the sender should write in line with the stamps, special delivery."
870,"Special delivery messages are delivered, not by ordinary carriers, but by special delivery messengers."
871,The special delivery letter is used when immediate knowledge is necessary.
872,"MONEY ORDERS Money, in limited sums, may be sent through the post office."
873,One advantage of sending money in this way is that it practically insures the sender against loss.
874,All post offices are not money order offices.
875,A post office money order may only be sent to those places where there are such offices.
876,"At all post offices, authorized to send money orders, proper blanks can be had on which the sender can write his order."
