,Sentences
14020,"Land Co. _v._ Kansas City, U.S. ; Paulson _v._ Portland, U.S. ; Bauman _v._ Ross, U.S. ."
14021,"Co., U.S. ; Browning _v._ Hooper, U.S. ."
14022,"Likewise, the committing to a board of county supervisors of authority to determine, without notice or hearing, when repairs to an existing drainage system are necessary cannot be said to deny due process of law to landowners in the district, who, by statutory requirement, are assessed for the cost thereof in proportion to the original assessments. Breiholz _v._ Pocahontas County, U.S. ."
14023,"District _v._ Bradley, U.S. ; Browning _v._ Hooper, U S. ."
14024,"Utley _v._ St. Petersburg, U.S. ; French _v._ Barber Asphalt Paving Co., U.S. ."
14025,"_See also_ Soliah _v._ Heskin, U.S. ."
14026,"Hancock _v._ Muskogee, U.S. . Likewise, a taxpayer does not have a right to a hearing before a State board of equalization preliminary to issuance by it of an order increasing the valuation of all property in a city by . Bi Metallic Invest."
14027,"Co. _v._ Kentucky , U.S. ; Winona St. P. Land Co. _v._ Minnesota, U.S. ; Merchants' Mfgrs."
14028,"Bank _v._ Pennsylvania, U.S. ; Glidden _v._ Harrington, U.S. ."
14029,"Ontario Land Co. _v._ Yordy, U.S. ."
14030,"_See also_ Longyear _v._ Toolan, U.S. ."
14031,"Central of Georgia R. Co. _v._ Wright, U.S. ."
14032,"_See also_ Ward _v._ Love County, U.S. ."
14033,"Pullman Co. _v._ Knott, U.S. ."
14034,"Bankers Trust Co. _v._ Blodgett, U.S. ."
14035,"National Safe Deposit Co. _v._ Stead, U.S. ."
14036,"Pierce Oil Corp. _v._ Hopkins, U.S. ."
14037,"Carstairs _v._ Cochran, U.S. ; Hannis Distilling Co. _v._ Baltimore, U.S. ."
14038,"King _v._ Mullins, U.S. ; Chapman _v._ Zobelein, U.S. ."
14039,"Davidson _v._ New Orleans, U.S. ."
14040,"Dewey _v._ Des Moines, U.S. ."
14041,"_See also_ Straus _v._ Foxworth, U.S. ."
14042,"Exercisable as to every description of property, tangibles and intangibles including choses in action, contracts, and charters, but only for a public purpose, the power of eminent domain may also be conferred by the State upon municipal corporations, public utilities, and even upon individuals."
14043,"Like every other governmental power, the power of eminent domain cannot be surrendered by the State or its subdivisions either by contract or by any other means. Long Island Water Supply Co. _v._ Brooklyn, U.S. ; Offield _v._ New York, N.H. H.R."
14044,"Co., U.S. ; Sweet _v._ Rechel, U.S. ; Clark _v._ Nash, U.S. ; Pennsylvania Hospital _v._ Philadelphia, U.S. ; Galveston Wharf Co. _v._ Galveston, U.S. ."
14045,"U.S. ; _see also_ Sweet _v_: Rechel, U.S. ."
14046,"Hairston _v._ Danville W.R. Co., U.S. ."
14047,"Green _v._ Frazier, U.S. ; Cincinnati _v._ Vester, U.S. ."
14048,"Hairston _v._ Danville W.R. Co., U.S. ."
14049,"_v._ Welch, U.S. , citing Case _v._ Bowles, U.S. , and New York _v._ United States, U.S. Concurring in the result, Justice Frankfurter insisted that the fact that the nature of the subject matter gives the legislative determination nearly immunity from judicial review does not mean that the power to review is wanting."
14050,"Also concurring in the result, Justice Reed, for himself and Chief Justice Stone, dissented from that portion of the opinion which suggested that there is no judicial review of the question whether a taking is for a public purpose."
14051,Justice Reed concurring in United States ex rel.
14052,"Bragg _v._ Weaver, U.S. . It is no longer open to question that the State legislature may confer upon a municipality the authority to determine such necessity for itself. Joslin Mfg."
14053,"Rindge Co. _v._ Los Angeles County, U.S. ."
14054,"Pumpelly _v._ Green Bay Company, Wall."
14055,"; Welch _v._ Swasey, U.S. ; Pennsylvania Coal Co. _v._ Mahon, U.S. ."
14056,"_See also_ comparable cases involving the Federal Government and discussed under the Fifth Amendment, United States _v._ Lynah, U.S. ; United States _v._ Cress, U.S. ; Portsmouth Harbor L. H. Co. _v._ United States, U.S. ; United States _v._ Causby, U.S. ."
14057,_See also_ the cases hereinafter discussed on the limitations on uncompensated takings.
14058,"Long Island Water Supply Co. _v._ Brooklyn, U.S. Clark _v._ Nash, U.S. ."
14059,"Strickley _v._ Highland Boy Gold Mining Co., U.S. ."
14060,Vernon Woodberry Cotton Duck Co. _v._.
14061,"Alabama Interstate Power Co., U.S. ."
14062,"Blue Ridge Interurban R. Co., U.S. ."
14063,"Hairston _v._ Danville W.R. Co., U.S. ."
14064,"Delaware, L. W.R. Co. _v._ Morristown, U.S. ."
14065,_See also_ Head _v._ Amoskeag Mfg.
14066,The State court in this case was declared to have acknowledged that the taking was not for a public use.
14067,"Hence, its reversal by the Supreme Court did not conflict with the later observation by the Court that no case is recalled where this Court has condemned a taking upheld by the State court as a taking for public uses in conformity with its laws."
14068,"_See_ Hairston _v._ Danville W.R. Co., U.S. ."
14069,"Jr. and Sons _v._ Port Street Union Depot Co., U.S. ."
14070,"McGovern _v._ New York, U.S. ."
14071,"Co. _v._ Tanner, U.S. ; Appleby _v._ Buffalo, U.S. ."
14072,"Jr. and Sons _v._ Port Street Union Depot Co., U.S. ."
14073,"Co. _v._ Chicago, U.S. ; McGovern _v._ New York, U.S. ."
14074,"Roberts _v._ New York, U.S. ."
14075,"Darling _v._ Newport News, U.S. ."
14076,"Northern Transportation Co. _v._ Chicago, U.S. ."
14077,"_See also_ Marchant _v._ Pennsylvania Railroad Co., U.S. ."
14078,"For cases illustrative of the types of impairment or flooding consequent upon erection of dams or aids to navigation which have been deemed to amount to a taking for which compensation must be paid, _see_ Pumpelly _v._ Green Bay Company, Wall."
14079,"; United States _v._ Lynah, U.S. ; United States _v._ Cress, U.S. ."
14080,"Sauer _v._ New York, U.S. ."
14081,"Pennsylvania Coal Co. _v._ Mahon, U.S. ."
14082,"For comparable cases involving the Federal Government _see_ Portsmouth Harbor L. H. Co. _v._ United States, U.S. and United States _v._ Causby, U.S. ."
14083,"North Laramie Land Co. _v._ Hoffman, U.S. ."
14084,"_See also_ Bragg _v._ Weaver, U.S. ."
14085,"Bragg _v._ Weaver, U.S. ; Joslin Mfg."
14086,"Bragg _v._ Weaver, U.S. ; North Laramie Land Co. _v._ Hoffman, U.S. ."
14087,"Long Island Water Supply Co. _v._ Brooklyn, U.S. ."
14088,"Hays _v._ Seattle, U.S. ; Bailey _v._ Anderson, U.S. ."
14089,The requirements of due process in tax and eminent domain proceedings are discussed in conjunction with the coverage of these topics.
14090,"Hagar _v._ Reclamation Dist., U.S. ; Hurtado _v._ California, U.S. ."
14091,"Brown _v._ New Jersey, U.S. ; Hurtado _v._ California, U.S. ; Twining _v._ New Jersey, U.S. ; Anderson Nat."
14092,"Marchant _v._ Pennsylvania R. Co., U.S. ."
14093,"Ballard _v._ Hunter, U.S. ; Palmer v. McMahon, U.S. ."
14094,"Commission _v._ Oil Co., U.S. ."
14095,"_See also_ Railroad Commission _v._ Oil Co., U.S. ."
14096,"Lieberman _v._ Van De Carr, U.S. ."
14097,"Bryant _v._ Akron Metropolitan Park Dist, U.S. ."
14098,"Scott _v._ McNeal, U.S. ; Pennoyer _v._ Neff, U.S. ."
14099,"National Exchange Bank _v._ Wiley, U.S. ; Iron Cliffs Co. _v._ Negaunee Iron Co., U.S. ."
14100,"Arndt _v._ Griggs, U.S. ; Grannis _v._ Ordean, U.S. ; Pennington _v._ Fourth Nat."
14101,"The jurisdictional requirements for rendering a valid decree in divorce proceedings are considered under the full faith and credit clause, _supra_, pp."
14102,"Pennoyer _v._ Neff, U.S. ; Simon _v._ Southern R. Co., U.S. ; Grannis _v._ Ordean, U.S. ."
14103,"Co. _v._ Schmidt, U.S. ; McDonald _v._ Mabee, U.S. ."
14104,"_See also_ Adam _v._ Saenger, U.S. ."
14105,"; Coe _v._ Armour Fertilizer Works, U.S. ; Griffin _v._ Griffin, U.S. ."
14106,"Riverside Dan River Cotton Mills _v._ Menefee, U.S. ; Hess _v._ Pawloski, U.S. ."
14107,"_See also_ Harkness _v._ Hyde, U.S. ; Wilson _v._ Seligman, U.S. ."
14108,"Thus, in an older decision rendered in the Court held that whereas States could exclude foreign corporations , and therefore establish appointment of such an agent as a condition to letting them in, they had no power to exclude individuals; and as a consequence, a statute was ineffective which treated nonresident partners, by virtue of their having done business therein, as having consented to be bound by service of process on a person who was their employee when the transaction sued on arose but was not their agent at the time of service. Flexner _v._ Farson,"
14109,"Because it might be construed to negative extension to nonresidents, other than motorists, of the statutory device upheld in Hess _v._ Pawloski, the doctrine of Flexner _v._ Farson, that the mere transaction of business in a State by a nonresident natural person does not imply consent to be bound by the process of its courts, was recently condemned as inadequate to cope with the increasing problem of practical responsibility of hazardous business conducted in absentia Sugg _v._ Hendrix, F. ."
14110,"Hess _v._ Pawloski, U.S. ; Wuchter _v._ Pizzutti, U.S. ."
14111,"In a very few cases, continuous operations within a State were thought to be so substantial and of such a nature as to justify suits against a foreign corporation on causes of action arising from dealings entirely distinct from those operations. _See_ St. Louis S.W.R."
14112,"Co. _v._ Alexander, U.S. ; Missouri, K. T.R."
14113,"Simon _v._ Southern R. Co., U.S. . In neither this case, nor the preceding decision were the defendant corporations notified of the pendency of the action, service having been made only on the Insurance Commissioner or the Secretary of State."
14114,"_See also_ Davis _v._ Farmers Co operative Co., U.S. ."
14115,"Rosenberg Bros. Co. _v._ Curtis Brown Co., U.S. ."
14116,"Goldey _v._ Morning News, U.S. ."
14117,"Conley _v._ Mathieson Alkali Works, U.S. ."
14118,"Riverside Mills _v._ Menefee, U.S. ."
14119,"Mutual Life Insurance Co. _v._ Spratley, U.S. ."
14120,"St. Clair _v._ Cox, U.S. ."
14121,"Washington _v._ Superior Court, U.S. ."
14122,"This departure was recognized by Justice Rutledge in a subsequent opinion in Nippert _v._ Richmond, U.S. ."
14123,"The principle that solicitation of business alone is inadequate to confer jurisdiction for purposes of subjecting a foreign corporation to a suit _in personam_ was established in Green _v._ Chicago, B."
14124,"Co., U.S. ; but was somewhat qualified by the later holding in International Harvester Co. _v._ Kentucky, U.S. to the effect that when solicitation was connected with other activities , a foreign corporation was then doing business within the forum State."
14125,"Inasmuch as the International Shoe Company, in addition to having its agents solicit orders, also permitted them to rent quarters for the display of merchandise, the observation has been made that the Court, by applying the qualification of the International Harvester Case, could have decided International Shoe Co. _v._ Washington, U.S. as it did without abandoning the presence doctrine."
14126,Concerning the holding in Minnesota Ass'n.
14127,"_v._ Benn, U.S. , that a similar Minnesota mail order insurance company could not be viewed as doing business in Montana where the claimant plaintiff lived, and that the circumstances under which its Montana contracts, executed and to be performed in Minnesota, were consummated could not support in implication that the foreign insurer had consented to be sued in Montana, the majority asserted that the narrow grounds relied on by the Court in the Benn Case cannot be deemed controlling."
14128,"Declaring that what is necessary to sustain a suit by a policyholder in Virginia against a foreign insurer is not determinative when the State seeks to regulate solicitation within its borders, Justice Douglas, in a concurring opinion, emphasized that it is the nature of the State's action that determines the degree of activity in a State necessary for satisfying the requirements of due process, and that solicitation by existing members operates as though the insurer had formally designated Virginia members as its agents."
14129,"Insisting that an _in personam_ judgment cannot be based upon service by registered letter on a nonresident corporation or a natural person, neither of whom has ever been in Virginia, Justice Minton, with whom Justice Jackson was associated in a dissenting opinion, would have dismissed the appeal on the ground that Virginia has not claimed the power to require the insurer to appoint the Secretary of State as their agent for service of process, nor have its courts rendered judgment in a suit where service was made in that manner."
14130,He would therefore let Virginia go through this shadow boxing performance in order to publicize the activities of the insurer. Justices Reed and Frankfurter joined this dissent on the merits. Ibid.
14131,"In Perkins _v._ Benguet Mining Co., U.S. it was held, that the State of Ohio was free either to open its courts, or to refuse to do so, to a foreign corporation owning gold and silver mines in the Philippine Islands, but temporarily carrying on a part of its general business in Ohio, including directors meetings, business correspondence, banking, etc."
14132,"Two members of the Court dissented, contending that what it was doing was giving gratuitously an advisory opinion to the Ohio Supreme Court."
14133,They would dismiss the writ of certiorari as improvidently granted.
14134,The case is obviously too atypical to offer much promise of importance as a precedent.
14135,"Ballard _v._ Hunter, U.S. ; Pennoyer _v._ Neff, U.S. ."
14136,"Dewey _v._ Des Moines, U.S. ; Pennoyer _v._ Neff, U.S. ."
14137,"American Land Co. _v._ Zeiss, U.S. ."
14138,"Pennoyer _v._ Neff, U.S. ; citing Boswell _v._ Otis, How."
14139,"Such remedy, by way of example, is also available to a wife who is enabled thereby to impound local bank deposits of her absent husband for purposes of collecting unpaid instalments by him."
14140,"Moreover, because of the antiquity of the procedure authorized, a statute permitting the impounding of property of an absconding father for the maintenance of his children is not in conflict with due process because it fails to provide for notice, actual or constructive, to the absconder. Pennington _v._ Fourth Nat."
14141,"Likewise, proceedings to attach wages in execution of a judgment for debt may be instituted without any notice or service on the judgment debtor."
14142,"The latter, having had his day in court when the judgment was rendered, is not entitled to be apprized of what action the judgment creditor may elect to take to enforce collection. Endicott Co. _v._ Encyclopedia Press, U.S. ."
